question,1,2,3,4,prompt
"Un varón de 21 años comienza con un cuadro psiquiátrico consistente en alucinaciones, altera-ciones conductuales y episodios de catatonía. En unos días se añade al cuadro un déficit de memo-ria y discinesias orales y al décimo día comienza con crisis convulsivas. ¿Cuál de las si guientes pruebas daría más informa ción para el diagnós-tico?: ",RM cerebral con espectroscopia.,EEG de larga duraci ón con vídeo-EEG.,Realizar un ciclo de tratamiento con metilpred-nisolona a dosis altas para valorar respuesta.,Estudio en LCR y suero de autoanticuerpos autoinmunes específicos.,"Un varón de 21 años comienza con un cuadro psiquiátrico consistente en alucinaciones, altera-ciones conductuales y episodios de catatonía. En unos días se añade al cuadro un déficit de memo-ria y discinesias orales y al décimo día comienza con crisis convulsivas. ¿Cuál de las si guientes pruebas daría más informa ción para el diagnós-tico?: 
1) RM cerebral con espectroscopia.
2) EEG de larga duraci ón con vídeo-EEG.
3) Realizar un ciclo de tratamiento con metilpred-nisolona a dosis altas para valorar respuesta.
4) Estudio en LCR y suero de autoanticuerpos autoinmunes específicos.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Mujer de 53 años sin antecedentes de interés que acude a urgencias por alteración del habla ini-ciada bruscamente una hora antes. En la explo-ración solo se ob jetiva una afasia motora. La TC craneal basal es normal. En la TC de perfusión hay un defecto de flujo en la región cortical fron-tal izquierda sin afectación en los mapas de vo-lumen. En la angio-TC se ob jetiva un trombo en el segmento distal (M3-M4 ) de la arteria cerebral media izquierda. Señale cuál de los si guientes es el tratamiento más correcto: ,Trombectomía mecánica.,Fibrinolisis endovenosa con rTPA.,"Fibrinolisis endovenosa y, si no se consigue recanalización, trom bectomía mecánica.",Anticoagulación con heparina sódica.,"Mujer de 53 años sin antecedentes de interés que acude a urgencias por alteración del habla ini-ciada bruscamente una hora antes. En la explo-ración solo se ob jetiva una afasia motora. La TC craneal basal es normal. En la TC de perfusión hay un defecto de flujo en la región cortical fron-tal izquierda sin afectación en los mapas de vo-lumen. En la angio-TC se ob jetiva un trombo en el segmento distal (M3-M4 ) de la arteria cerebral media izquierda. Señale cuál de los si guientes es el tratamiento más correcto: 
1) Trombectomía mecánica.
2) Fibrinolisis endovenosa con rTPA.
3) Fibrinolisis endovenosa y, si no se consigue recanalización, trom bectomía mecánica.
4) Anticoagulación con heparina sódica.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
En los pacientes con esclerosis tuberosa (enfer-medad de Bourneville) señale la respuesta IN-CORRECTA: ,Con frecuencia presenta n crisis epilépticas.,Suelen presentar angiofibromas faciales.,El tumor cerebral más frecuente es el astroci-toma gigantocelular subependimario.,Con frecuencia pres entan neurinomas. ,"En los pacientes con esclerosis tuberosa (enfer-medad de Bourneville) señale la respuesta IN-CORRECTA: 
1) Con frecuencia presenta n crisis epilépticas.
2) Suelen presentar angiofibromas faciales.
3) El tumor cerebral más frecuente es el astroci-toma gigantocelular subependimario.
4) Con frecuencia pres entan neurinomas. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 64 años que presenta dolor en la cara en el territorio de la tercera rama del V par. Respecto al diagnóstico de la neuralgia del tri-gémino, señale la afi rmación INCORRECTA: ",Dolor lancinante de muy corta duración.,"El dolor tiene un punto gatillo, asociándose a la estimulación táctil de la zona afecta.",El dolor puede desaparecer espontáneamente después de persistir semanas o meses.,Se asocia a hipoestesia de la cara. ,"Mujer de 64 años que presenta dolor en la cara en el territorio de la tercera rama del V par. Respecto al diagnóstico de la neuralgia del tri-gémino, señale la afi rmación INCORRECTA: 
1) Dolor lancinante de muy corta duración.
2) El dolor tiene un punto gatillo, asociándose a la estimulación táctil de la zona afecta.
3) El dolor puede desaparecer espontáneamente después de persistir semanas o meses.
4) Se asocia a hipoestesia de la cara. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Con respecto a las crisis epilépticas postraumáti-cas es cierto que: ,Son comunes inmediatamente después del impacto.,Las lesiones penetrantes y la gravedad de la lesión son factores favorecedores.,Está indicado el tratamiento anticomicial profi-láctico.,Tras un par de años de mayor riesgo los pa-cientes con lesiones graves tienen el mismo riesgo que la p oblación general. ,"Con respecto a las crisis epilépticas postraumáti-cas es cierto que: 
1) Son comunes inmediatamente después del impacto.
2) Las lesiones penetrantes y la gravedad de la lesión son factores favorecedores.
3) Está indicado el tratamiento anticomicial profi-láctico.
4) Tras un par de años de mayor riesgo los pa-cientes con lesiones graves tienen el mismo riesgo que la p oblación general. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 25 años que ingresa en UCI tras una intoxicación farmacoló gica indeterminada. Por disminución pro gresiva del nivel de conciencia, sin me joría con naloxona ni con flumazenilo, se decide intubación orotraqueal y ventilación me-cánica invasiva. ¿Cuál de los si guientes fármacos NO utilizaría para realizar la intubación orotra-queal?: ",Quetiapina.,Rocuronio.,Etomidato.,Fentanilo. ,"Varón de 25 años que ingresa en UCI tras una intoxicación farmacoló gica indeterminada. Por disminución pro gresiva del nivel de conciencia, sin me joría con naloxona ni con flumazenilo, se decide intubación orotraqueal y ventilación me-cánica invasiva. ¿Cuál de los si guientes fármacos NO utilizaría para realizar la intubación orotra-queal?: 
1) Quetiapina.
2) Rocuronio.
3) Etomidato.
4) Fentanilo. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 50 años con neumonía por Legionellaque precisa ingreso en la UCI por insuficiencia respiratoria aguda. Debe ser intubado orotra-quealmente y conectado a ventilación mecánica invasiva. Se dia gnostica un síndrome de distrés respiratorio a gudo y se le coloca en decúbito prono. Respecto a esta téc nica posicional, señale la afirmación INCORRECTA: ",Se realiza para intentar aumentar la relación entre la presión parcial de oxígeno y la frac-ción inspirada de oxígeno.,Se realiza por personal entrenado para evitar complicaciones.,La relación entre la presión parcial de oxígeno y la fracción inspirada de oxígeno por debajo de la cual se recomien da es de 300 mmHg.,La posición en decúbito prono durante la venti-lación mecánica invasiva precisa una sedación profunda.,"Varón de 50 años con neumonía por Legionellaque precisa ingreso en la UCI por insuficiencia respiratoria aguda. Debe ser intubado orotra-quealmente y conectado a ventilación mecánica invasiva. Se dia gnostica un síndrome de distrés respiratorio a gudo y se le coloca en decúbito prono. Respecto a esta téc nica posicional, señale la afirmación INCORRECTA: 
1) Se realiza para intentar aumentar la relación entre la presión parcial de oxígeno y la frac-ción inspirada de oxígeno.
2) Se realiza por personal entrenado para evitar complicaciones.
3) La relación entre la presión parcial de oxígeno y la fracción inspirada de oxígeno por debajo de la cual se recomien da es de 300 mmHg.
4) La posición en decúbito prono durante la venti-lación mecánica invasiva precisa una sedación profunda.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Paciente de 58 años que sufre una neumonía por COVID 19 que precisa intubación con ventila-ción mecánica en UCI. A la semana se realiza una traqueostomía y sigue precisando ventila-ción mecánica. Se detecta un déficit motor en las cuatro extremidades con hiporreflexia generali-zada. La orientación diagn óstica inicial y la acti-tud terapéutica a seguir serán: ,Síndrome de Guillain-Barré. Confirmar el diagnóstico con pruebas complementarias.,Síndrome postCOVID. Rehabilitación respira-toria.,Miopatía del enfermo crítico. Corticoides y pruebas complementarias.,Miopatía del enfermo crítico. Rehabilitación respiratoria y motora intensivas.,"Paciente de 58 años que sufre una neumonía por COVID 19 que precisa intubación con ventila-ción mecánica en UCI. A la semana se realiza una traqueostomía y sigue precisando ventila-ción mecánica. Se detecta un déficit motor en las cuatro extremidades con hiporreflexia generali-zada. La orientación diagn óstica inicial y la acti-tud terapéutica a seguir serán: 
1) Síndrome de Guillain-Barré. Confirmar el diagnóstico con pruebas complementarias.
2) Síndrome postCOVID. Rehabilitación respira-toria.
3) Miopatía del enfermo crítico. Corticoides y pruebas complementarias.
4) Miopatía del enfermo crítico. Rehabilitación respiratoria y motora intensivas.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 55 años sin antecedentes de interés que tras realizar un esfuerzo nota dolor lumbar irra-diado hacia el miembro  inferior derecho por la parte anterolateral del muslo y cara anterior de la rodilla. Exploración: maniobra de Lasè gue positiva a 40 º, reflejo rotuliano disminuido y dificultad para la marcha de talones. ¿Cuál es el diagnóstico más probable?: ",Hernia discal L2-L3 derecha.,Hernia discal L3-L4 derecha.,Hernia discal L4-L5 derecha.,Hernia discal L5-S1 derecha.,"Varón de 55 años sin antecedentes de interés que tras realizar un esfuerzo nota dolor lumbar irra-diado hacia el miembro  inferior derecho por la parte anterolateral del muslo y cara anterior de la rodilla. Exploración: maniobra de Lasè gue positiva a 40 º, reflejo rotuliano disminuido y dificultad para la marcha de talones. ¿Cuál es el diagnóstico más probable?: 
1) Hernia discal L2-L3 derecha.
2) Hernia discal L3-L4 derecha.
3) Hernia discal L4-L5 derecha.
4) Hernia discal L5-S1 derecha.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Acude a urgencias un paciente de 5 años con fiebre de 48 horas de evolución, con mala res-puesta a los antitérmicos y rechazo al apo yo del miembro inferior izquierd o .  E n  l a  e x p l o r a c i ó n  física se observa limitación de la movilidad de la cadera. En la analítica aumento de la PCR y leucocitosis. ¿Qué prueba complementaria se debe solicitar en primer lugar?: ",Radiografía de cadera.,Ecografía de cadera.,RM de ambas caderas.,Artrografía de cadera.,"Acude a urgencias un paciente de 5 años con fiebre de 48 horas de evolución, con mala res-puesta a los antitérmicos y rechazo al apo yo del miembro inferior izquierd o .  E n  l a  e x p l o r a c i ó n  física se observa limitación de la movilidad de la cadera. En la analítica aumento de la PCR y leucocitosis. ¿Qué prueba complementaria se debe solicitar en primer lugar?: 
1) Radiografía de cadera.
2) Ecografía de cadera.
3) RM de ambas caderas.
4) Artrografía de cadera.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 82 años con antecedentes de insuficien-cia cardíaca con gestiva y cáncer de mama que consulta por una fractura de muñeca izquierda. La fractura es estable, no es conminuta ni pre-senta trazos intraarticulares. ¿Cuál de los si-guientes tratamientos es el más adecuado?: ",Reducción cerrada y yeso antebraquial.,Artroplastia total de muñeca.,Osteosíntesis con placas dorsal y volar.,"No inmovilizar, rehabilitación inmediata. ","Mujer de 82 años con antecedentes de insuficien-cia cardíaca con gestiva y cáncer de mama que consulta por una fractura de muñeca izquierda. La fractura es estable, no es conminuta ni pre-senta trazos intraarticulares. ¿Cuál de los si-guientes tratamientos es el más adecuado?: 
1) Reducción cerrada y yeso antebraquial.
2) Artroplastia total de muñeca.
3) Osteosíntesis con placas dorsal y volar.
4) No inmovilizar, rehabilitación inmediata. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Empleada de hogar de 35 años, sin antecedentesde interés, diestra, que refiere dolor en 5º dedo de mano izquierda y en cara interna de antebra-zo izquierdo acompaña do de acorchamiento y pérdida parcial de sensibilidad. ¿Cuál sería la primera sospecha diagnóstica?: ",Síndrome del túnel carpiano.,Hernia discal cervical C3-C4.,Compresión cubital epitroclear.,Tendinitis de De Quervain. ,"Empleada de hogar de 35 años, sin antecedentesde interés, diestra, que refiere dolor en 5º dedo de mano izquierda y en cara interna de antebra-zo izquierdo acompaña do de acorchamiento y pérdida parcial de sensibilidad. ¿Cuál sería la primera sospecha diagnóstica?: 
1) Síndrome del túnel carpiano.
2) Hernia discal cervical C3-C4.
3) Compresión cubital epitroclear.
4) Tendinitis de De Quervain. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
